UniqueID,Box_To_Box_Midfielder,Carrilero,Ball_Winning_Midfielder_(Defend),Central_Midfielder_Support,Advanced_Playmaker_(Attack),Advanced_Playmaker_(Support),Mezzala
18927,0.000787716,0.008152937,48.00652347,4.013795716,42.1610529,3.056114441,2.753572827
27949,0.000791603,0.008193178,47.74989586,4.033606871,42.36914996,3.071198705,2.767163816
29689,0.000808279,0.008365772,46.64921299,4.118577457,43.26168403,3.135895529,2.825455945
27864,0.000821861,0.008506346,45.75273736,4.18778364,43.98862823,3.188589296,2.872933266
17128,0.000824738,0.008536126,45.56282375,4.202444603,44.14262751,3.199752191,2.882991084
17164,0.000839898,0.008693026,44.56222466,4.279688915,44.95400451,3.25856621,2.93598278
12890,13.9910575,5.861185857,20.39843505,24.83134833,20.15575558,5.377077336,9.38514035
28019,0.00084308,0.008725961,44.3521913,4.295903084,45.12431871,3.27091172,2.947106139
26154,0.00084308,0.008725961,44.3521913,4.295903084,45.12431871,3.27091172,2.947106139
29759,0.00084308,0.008725961,44.3521913,4.295903084,45.12431871,3.27091172,2.947106139
10999,0.000849588,0.008793328,43.92257275,4.329068804,45.47269262,3.296164185,2.969858724
17198,0.000863164,0.008933835,43.02652571,4.398241901,46.19928928,3.34883276,3.017313346
30470,22.20495345,11.77316626,6.372665833,33.01985397,7.589434715,7.097337861,11.9425879
26424,0.000863767,0.008940082,42.9866859,4.401317457,46.23159503,3.351174496,3.019423261
25007,0.000870217,0.00900684,42.56095378,4.434183152,46.57681747,3.376198522,3.04197002
28212,0.000873808,0.009043998,42.32398096,4.452476995,46.76897664,3.390127501,3.054520093
24926,0.000873808,0.009043998,42.32398096,4.452476995,46.76897664,3.390127501,3.054520093
25267,11.31920714,20.9455033,42.29740971,6.941867598,8.260492415,2.734111261,7.501408588
27929,0.00088111,0.009119582,41.84196629,4.489687594,47.1598381,3.418459747,3.080047574
26107,0.00088111,0.009119582,41.84196629,4.489687594,47.1598381,3.418459747,3.080047574
29601,0.000885467,0.009164673,41.55440469,4.511886793,47.39301927,3.435362275,3.095276827
40662,7.702567812,11.59765904,41.51017691,3.490293882,29.30508394,0.705325804,5.688892614
18952,0.000892355,0.009235969,41.09973549,4.546986375,47.76170653,3.462087187,3.119356094
797,16.41892355,16.61531703,40.30336414,12.9764406,11.7359201,0.798145806,1.151888776
5464,0.000907848,0.009396323,40.07710955,4.625931117,48.59094491,3.522195918,3.17351433
21545,11.63934522,21.61151812,39.54859236,6.492430183,18.2877424,1.144745531,1.275626181
27876,0.000923847,0.009561912,39.02110547,4.707452588,49.44724934,3.584266577,3.229440272
28079,0.000932012,0.009646423,38.48215991,4.749058141,49.88427555,3.615945153,3.257982811
29111,17.28215901,8.590607123,20.71704358,15.49768466,12.60673093,16.99368887,8.312085828
11094,0.000936132,0.009689061,38.21024076,4.770049774,50.1047724,3.631928236,3.272383641
12864,18.0917952,21.69942865,15.17517962,11.21675048,10.22981564,9.435542476,14.15148793
28077,0.000936132,0.009689061,38.21024076,4.770049774,50.1047724,3.631928236,3.272383641
21622,6.799208045,22.87855927,38.0284435,4.907692762,15.95569765,1.171600243,10.25879853
24932,0.000944439,0.009775039,37.66193874,4.812377628,50.54938568,3.664156774,3.301421697
12605,15.12375242,12.07603354,8.443581279,18.28002438,11.68578963,16.01572057,18.37509819
30574,16.37896531,23.54591433,14.91131764,8.478083026,7.556770118,10.48811003,18.64083955
2506,17.08321242,18.50035032,37.65095369,6.649568491,11.82245411,2.798846289,5.494614677
24720,0.000948623,0.00981835,37.38573135,4.833700304,50.77335983,3.680391914,3.316049632
28098,0.000961286,0.009949405,36.54996139,4.898220126,51.45107834,3.729517474,3.360311982
31505,9.621374454,13.66757647,36.37897509,8.978568693,11.13850448,1.870912787,18.34408802
30354,13.98499094,9.218188652,23.00943801,11.91418465,17.17064867,14.47378791,10.22876116
31967,9.621374454,13.66757647,36.37897509,8.978568693,11.13850448,1.870912787,18.34408802
9685,10.36324671,20.72549014,35.78612798,8.563560698,18.38272183,5.618745927,0.560106706
29708,0.000974081,0.010081837,35.70540642,4.963418135,52.13592054,3.779159406,3.405039586
28048,0.000974081,0.010081837,35.70540642,4.963418135,52.13592054,3.779159406,3.405039586
5660,0.000974081,0.010081837,35.70540642,4.963418135,52.13592054,3.779159406,3.405039586
16757,16.23159183,21.34930128,35.69764187,8.148085736,13.1503556,4.780248851,0.642774833
24859,0.000982666,0.010170693,35.13874653,5.007163181,52.59542006,3.812466998,3.435049875
18896,0.000991281,0.010259863,34.57008601,5.051062672,53.05654187,3.845892184,3.465166118
6126,16.73897065,12.52093473,34.55514899,12.65960991,10.18152858,8.826858039,4.516949104
10977,5.85993665,12.97412289,34.00095159,10.35993259,16.53681635,8.632469641,11.6357703
28027,0.001004235,0.010393938,33.71505209,5.117069635,53.74988136,3.896150056,3.510448686
36935,11.65875792,23.21799699,33.660667,9.867500827,10.23614019,1.59779855,9.761138515
23470,8.606543379,22.78759866,33.61201319,6.08040425,13.56628984,9.47095401,5.876196681
13148,17.5019315,18.34786292,33.55172443,13.67875228,8.861553664,3.424965768,4.633209431
19371,11.45547021,19.84031824,14.8656039,22.14696038,21.49076421,2.956629294,7.244253754
26289,0.001008556,0.010438654,33.4298893,5.139083651,53.98111736,3.912911584,3.525550899
1123,6.614787636,8.223996058,33.19600866,10.86576189,11.55780364,3.79553633,25.74610579
20857,19.84039825,29.24435873,33.17766353,6.13108487,9.215837332,1.170400972,1.220256312
28078,0.001012874,0.010483355,33.14481526,5.161090814,54.21228139,3.929667896,3.54064841
10696,0.001012874,0.010483355,33.14481526,5.161090814,54.21228139,3.929667896,3.54064841
26595,0.001013622,0.010491089,33.0954918,5.16489849,54.25227735,3.93256707,3.543260579
29820,0.001013622,0.010491089,33.0954918,5.16489849,54.25227735,3.93256707,3.543260579
11019,0.001017191,0.010528027,32.85992877,5.183083499,54.44329334,3.946413183,3.555735989
6061,1.280032514,23.50059729,32.70536958,4.729678509,26.8051206,1.624034132,9.355167382
40684,9.525074602,9.696462858,32.36249274,25.39841355,14.8668732,1.981255893,6.169427152
9469,12.05254998,13.81331762,32.22168163,6.201408235,13.57561552,8.224162342,13.91126466
17683,23.91606381,18.45595507,32.2199441,6.659827046,17.26544736,0.246246878,1.236515726
5200,13.78192559,12.78377224,32.20251492,16.31520247,14.91419144,4.907899861,5.094493487
23570,10.48854698,4.903666183,32.02014556,5.306114792,31.68673098,4.725983697,10.86881181
16929,0.001030107,0.010661713,32.00738062,5.248898566,55.13461714,3.996524945,3.600886912
26849,0.292897968,19.37855228,31.9929959,6.491585384,24.38587205,1.779073556,15.67902287
26004,17.77827803,15.35967116,31.94204165,14.23989752,9.568705769,8.727854573,2.38355131
7909,11.28620693,13.45745742,31.80411807,6.334156089,9.695599124,8.756862509,18.66559985
25836,13.8077028,14.67893289,31.78543857,15.79046389,10.58242808,5.49300514,7.862028635
5810,19.12895545,17.15226403,31.77893508,5.799826024,10.55453483,5.976220187,9.609264396
29598,0.001034397,0.010706113,31.72422908,5.270757316,55.36422223,4.013168254,3.615882608
15764,15.95923474,18.74988777,31.70040056,8.860939979,8.959098699,6.141467429,9.628970823
41182,7.21736224,11.37443853,31.54197082,13.47171484,25.51251642,6.366614313,4.515382836
24947,15.50774242,16.42748302,31.54167672,13.31308142,12.82502944,4.239035022,6.145951945
30978,8.128495554,12.02128229,31.45790119,13.38563115,16.83407,7.349067229,10.82355259
28220,0.001039416,0.010758061,31.39294224,5.29633202,55.63285982,4.032640899,3.633427549
39318,10.69222803,14.22919401,31.30103668,23.09211097,8.903641508,5.884461837,5.897326964
33176,5.156654758,17.30657462,31.24782183,8.782303212,16.30409165,10.67885815,10.52369578
24949,13.29440657,16.55917766,31.23139752,7.970802774,15.98074187,8.310023988,6.653449614
25277,13.29440657,16.55917766,31.23139752,7.970802774,15.98074187,8.310023988,6.653449614
5880,10.31869991,28.71540692,31.20851312,7.452481467,15.56929679,1.144743752,5.590858033
6468,16.90498914,23.66674767,31.17673448,7.870661152,9.967313906,3.501517722,6.912035937
23129,16.49983087,17.72473954,31.16317705,12.05341574,9.358435705,2.794417462,10.40598364
9096,16.31038162,17.53817996,31.13946012,11.40660456,9.687362616,5.648044186,8.269966939
9494,16.31038162,17.53817996,31.13946012,11.40660456,9.687362616,5.648044186,8.269966939
322,14.92481679,15.98589089,31.06290149,8.105031973,11.6703615,7.872212973,10.37878438
3291,18.7419976,13.03539692,30.89216204,15.13375932,7.958369795,2.454521004,11.78379331
29982,0.001047199,0.010838614,30.87923087,5.335989542,56.04942385,4.06283624,3.660633686
16283,0.001047199,0.010838614,30.87923087,5.335989542,56.04942385,4.06283624,3.660633686
20344,12.09387802,12.53732836,30.67418875,6.193396847,13.56936947,8.589963829,16.34187472
28965,17.04500851,8.808602139,5.762129677,30.72134169,16.8680376,12.08238408,8.712496312
34776,10.66879325,10.55017891,30.67091723,7.690412955,10.7098494,10.73928236,18.97056589
28040,0.001051439,0.010882498,30.59937063,5.357594211,56.27636005,4.07928609,3.675455075
27482,7.959253552,7.646707046,30.49629221,16.31529503,11.00230541,7.458234083,19.12191266
27755,7.881018488,11.09851237,30.41156495,12.32278872,18.66248241,9.936302797,9.687330267
37007,15.83636835,19.44413702,30.34473408,11.14899057,11.88384807,4.384709285,6.95721262
13108,8.681097894,10.17137545,30.31158401,18.74290113,13.58951445,3.552369161,14.9511579
38671,6.634123118,6.464253588,30.22176585,6.526236344,15.46455622,18.06880748,16.6202574
20638,12.19261114,16.93993664,30.19948024,14.05875087,10.66921541,0.988329806,14.9516759
25828,11.29829678,11.04907543,30.14622928,10.15866834,11.66941684,7.234570718,18.44374261
30568,14.89368783,8.263648537,18.52154319,20.0140337,20.40073984,11.38401261,6.522334285
32988,19.36171264,25.17208108,30.11704849,6.40274546,10.24903804,3.317582705,5.379791593
33473,19.36171264,25.17208108,30.11704849,6.40274546,10.24903804,3.317582705,5.379791593
41188,6.043783597,13.87394593,30.0697223,12.02751496,14.00622554,11.52425358,12.4545541
24777,12.794158,17.07181445,29.89114345,10.41988777,10.7494626,9.521798121,9.551735603
25175,12.794158,17.07181445,29.89114345,10.41988777,10.7494626,9.521798121,9.551735603
4146,13.6220319,17.49469929,29.8768743,13.47269034,14.88616322,4.958888164,5.688652779
29799,0.001064056,0.011013094,29.76652931,5.421887948,56.95170376,4.128239508,3.719562324
18808,14.09555029,18.98266708,29.76002973,9.350134325,11.31422585,4.291956406,12.20543632
26044,15.59113385,12.49808872,29.70526368,4.367117527,13.21438979,7.663865297,16.96014114
31235,17.79132198,18.6395142,29.65858159,12.39057673,9.900172878,3.880662634,7.739169993
31708,17.79132198,18.6395142,29.65858159,12.39057673,9.900172878,3.880662634,7.739169993
39351,14.54276386,6.968197087,29.60741811,13.77299204,9.320977676,5.566170967,20.22148026
31324,16.72585477,15.45825021,29.54195741,14.75045489,8.459994735,4.938683567,10.12480442
31794,16.72585477,15.45825021,29.54195741,14.75045489,8.459994735,4.938683567,10.12480442
33055,10.54845235,11.95310987,29.44823058,11.85307963,13.36458553,8.319559814,14.51298222
6539,14.54148561,10.24743097,29.40110022,8.912552412,11.118998,7.304082905,18.47434988
30556,19.83953956,12.46184589,11.63933293,18.27995957,22.17200237,5.004408875,10.60291079
6935,14.54148561,10.24743097,29.40110022,8.912552412,11.118998,7.304082905,18.47434988
19887,12.41446096,16.42903577,29.32659619,6.521576139,8.133382555,5.380405764,21.79454262
29764,13.45459186,13.66004239,29.07409162,9.181730657,10.28637951,13.75868785,10.5844761
35777,17.04001804,23.32925674,28.89073057,8.799806686,7.987873538,3.909086812,10.04322761
19124,8.116376896,18.45205008,28.81455412,7.580572546,13.41359385,9.950914175,13.67193834
30085,16.48240329,22.09590346,28.67410162,14.254273,10.51752118,5.726880221,2.248917232
18523,6.616282974,14.43768701,28.62886322,23.99431988,13.22991193,3.905416943,9.18751804
20181,9.525480723,19.22788984,28.60448148,14.09813915,13.23489567,2.708692833,12.6004203
30529,20.10556037,11.51987571,9.232496776,28.07914272,10.61752795,7.536214806,12.90918167
31416,19.06956307,22.06677023,28.59295988,10.14083915,6.716876728,0.980124101,12.43286684
30340,14.67420086,13.13076431,14.37483538,18.06219714,12.35880503,8.045338795,19.35385849
31888,19.06956307,22.06677023,28.59295988,10.14083915,6.716876728,0.980124101,12.43286684
19848,24.60142828,16.71916728,28.42104316,8.780529518,10.67550337,0.509230579,10.29309782
4948,14.08468674,15.7050074,28.40215971,8.914605725,8.412583257,6.312867289,18.16808987
29571,15.37252426,11.28326695,28.3846784,9.119470705,10.75807599,6.154676004,18.9273077
29331,9.14253412,16.95956444,28.32278061,7.535472139,31.0042283,6.43011154,0.605308848
18913,9.988225747,16.99451128,28.21402301,9.171451881,10.17862563,5.261363758,20.19179868
19239,9.988225747,16.99451128,28.21402301,9.171451881,10.17862563,5.261363758,20.19179868
19670,9.485962629,7.860702128,28.09160736,22.08048868,13.84983564,10.32650411,8.304899455
39515,13.48571521,10.6396526,28.01796659,11.79175562,9.596505079,11.11614215,15.35226275
5238,4.904505816,19.00096515,27.80074918,11.22240952,13.70523772,7.207891563,16.15824106
2525,20.63894372,20.84166634,27.75738886,11.08719746,10.26234251,3.362320671,6.050140431
26686,14.66343109,23.75819634,27.74177081,13.23147637,18.4707079,0.934173614,1.200243881
39395,15.55896385,13.91717605,27.66118412,7.375322001,7.743874099,8.150213121,19.59326676
16777,5.93394231,4.040087048,27.62802177,27.0881664,17.55226773,3.835468128,13.92204661
21021,17.42419416,6.721589524,27.61836628,17.01879781,7.637180323,7.675833904,15.90403799
19877,8.955576583,6.692104783,27.59836471,10.77923014,14.39827887,14.49163855,17.08480636
22582,16.77415346,12.83702464,27.56887754,13.99087209,9.585287087,5.678733035,13.56505215
33318,13.78439566,14.89917869,27.50807755,7.162617104,9.438121846,11.17432073,16.03328842
13581,16.78243699,15.55593734,27.50327102,13.16959396,9.743671275,4.027976599,13.21711281
35754,14.11023499,21.15039215,27.34554581,4.797812222,12.0599566,9.354426144,11.18163207
10379,11.65221551,16.76789296,27.31805519,4.605272112,16.42572408,16.04193383,7.188906319
4136,19.078729,28.84914045,27.27330088,8.39833737,7.619859072,1.400591963,7.380041264
13375,11.05107386,5.072857648,27.23961487,19.4816943,23.24693615,8.410709878,5.497113296
37034,11.31117166,15.02877804,27.22429838,18.87075256,17.77453705,1.321466819,8.468995497
25145,14.0256775,18.82206401,27.21871032,13.82450793,11.51402442,2.615196244,11.97981958
39385,16.52506849,9.866209712,27.16183584,21.11933143,10.89707938,8.893721207,5.536753938
17467,25.83273374,13.06843786,27.12858268,9.741390519,13.6340426,0.857695669,9.737116934
4087,16.73693238,15.10003233,27.11924532,18.30035485,9.495987523,1.644315149,11.60313244
11919,21.42334653,12.90572207,27.11456468,15.92372805,7.412320852,3.964253985,11.25606383
20726,14.8254071,18.43853841,27.09607833,11.4696575,15.77984259,4.103078631,8.287397432
33683,15.3457473,15.73480049,27.09082518,19.64625832,11.76682728,7.286362008,3.129179414
8392,21.37387578,20.62791243,27.05492804,8.396717173,7.353236875,2.096360635,13.09696907
30961,12.63030164,10.33698962,27.03520349,8.640872996,10.4743493,7.15918012,23.72310284
9525,11.00402832,8.53000083,27.0116777,5.736042796,13.95724813,16.70026923,17.06073299
25861,15.08115135,15.2508982,26.98075621,13.21127782,6.923256535,4.360299113,18.19236076
18443,12.732013,17.67699074,26.98020617,17.30951423,8.07179314,5.192220038,12.03726267
38750,17.1008426,19.73557349,26.96975357,14.72907189,12.35152411,2.669594959,6.44363938
4942,12.6967224,14.13683557,26.96132167,9.234381528,12.59598677,7.049585971,17.32516609
6977,5.221905473,29.00808113,26.92234119,8.714942711,16.67880464,2.73020094,10.72372392
33410,16.92855025,15.92976299,26.90674817,14.8054956,8.774718315,2.491984813,14.16273986
30563,16.16582736,17.9905094,13.60562418,5.569118781,20.02879803,9.879864742,16.76025751
39607,17.54042852,15.29253492,26.90479688,15.31009187,9.499589728,4.333459786,11.11909829
20744,18.39817857,17.68423377,26.82482455,7.8858811,15.08114698,4.429233387,9.696501646
30669,15.47858905,16.153417,15.68944122,26.09208905,10.20026334,3.17483827,13.21136207
10930,17.16461754,10.57025321,26.78683387,17.56213884,7.058170997,6.589800811,14.26818473
17182,15.79631099,12.75025829,26.78503376,17.62874857,11.07482836,5.533820927,10.43099911
22314,14.78893816,14.99228716,26.69403437,16.25566732,13.88612925,6.71692147,6.666022278
35723,19.02557188,8.389105741,26.62619545,19.19937605,7.370376012,9.219335327,10.17003954
33561,13.91948329,19.17680823,26.62607667,16.694997,14.5120376,4.408721664,4.661875542
33767,18.70637911,17.19951546,26.58417425,14.78142401,10.6317447,6.845604467,5.251158013
2122,12.68174507,13.12656099,20.20062551,23.75208809,8.99102428,7.575733501,13.67222257
3461,18.19743949,8.57444591,26.57172249,20.97738028,7.79365731,5.551448282,12.33390625
28267,0.001113017,0.011519836,26.53489636,5.671363755,59.5722065,4.318191032,3.8907095
27830,14.69204431,26.79269491,26.4888427,5.035045469,18.17437132,5.131577239,3.685424051
17628,21.69702709,15.37423413,26.47610892,10.47362317,8.504356087,10.83996589,6.634684708
9793,16.2727193,11.13435698,12.01709434,16.98567617,14.13350079,15.0389326,14.41771981
40612,21.51009963,18.20673186,26.464135,21.20710414,6.23824804,5.783245703,0.59043562
10353,17.36917702,18.93908293,26.45040227,8.749177028,7.949382131,11.08916709,9.453611532
8350,21.02852072,19.19270682,26.38005173,11.95057163,7.216620024,6.117306436,8.114222642
23466,19.10838374,21.04874526,26.36795541,9.418849182,7.995186569,8.078449997,7.98242984
15967,18.51750302,16.46191685,26.36038914,17.54547242,8.750799552,4.153908219,8.210010795
9131,13.00819982,9.916243697,26.2234006,6.645192508,12.57091474,14.053907,17.58214163
18835,17.36317383,23.16369507,26.20748928,13.07853102,12.79359732,4.195225065,3.198288427
4788,15.75681762,15.56035859,26.119831,21.7132905,9.293082642,3.071922745,8.484696894
7369,23.38224292,11.96151095,26.49319992,19.79991095,6.47674172,5.969434766,5.916958763
23944,15.42305213,18.11384372,14.94077976,12.81999006,12.657043,10.97733749,15.06795385
18520,7.755838452,9.767079741,26.11136528,10.78652048,21.85946534,16.3404479,7.379282805
10461,21.77116384,18.570235,26.1021874,13.49333903,6.569371536,2.336192553,11.15751063
5185,10.56667002,14.33836964,26.09002088,17.01341321,11.00946815,8.557436051,12.42462206
33754,13.10755057,11.45638345,26.07607889,15.6861615,8.952858347,7.794265395,16.92670185
33295,12.13001638,17.95579884,26.05838141,7.905241659,10.05240306,13.13221692,12.76594174
5629,16.31651929,16.10176228,26.0521983,11.7104631,8.584626212,10.85975433,10.37467649
6047,16.31651929,16.10176228,26.0521983,11.7104631,8.584626212,10.85975433,10.37467649
7497,20.7623355,15.12363666,16.39769661,15.70241718,12.25658115,11.0536011,8.703731795
18403,20.85373381,14.92800313,26.04239924,14.88719231,6.42576776,6.30717891,10.55572484
20304,16.33558743,17.57365316,26.01479106,11.25239107,8.554058825,9.478623644,10.79089482
20735,16.33558743,17.57365316,26.01479106,11.25239107,8.554058825,9.478623644,10.79089482
17585,23.31126466,17.18539969,26.01122981,20.98461847,7.385789138,3.846427434,1.275270805
38537,15.38771432,13.08731757,25.90063733,12.80568529,9.158962681,8.178206872,15.48147593
408,21.05306829,20.36348705,25.89105433,6.860242413,7.592236434,6.441058931,11.79885254
6617,15.04280324,12.81149469,25.88211584,17.68191098,9.529164489,5.121640344,13.93087043
38589,18.03978594,16.72172457,25.86538387,3.993605202,12.20002988,8.376677078,14.80279346
13032,7.775769208,13.27629628,25.83839488,16.06072289,9.706433002,8.022557519,19.31982621
10902,16.37382749,14.04751951,25.72545954,13.11772132,7.489448963,8.499902505,14.74612068
11338,16.37382749,14.04751951,25.72545954,13.11772132,7.489448963,8.499902505,14.74612068
34706,13.58910471,23.05315533,25.69608797,5.687246457,13.25157919,7.264098904,11.45872743
38748,16.73853542,20.06017488,25.67221255,4.762008868,8.817300599,5.378500319,18.57126736
38634,9.653158213,10.27189787,25.64884088,12.00886471,20.91013918,9.819627065,11.68747208
7434,13.34916525,24.77145857,19.87627263,9.555368694,13.03334334,1.390327397,18.02406411
20898,16.56309436,19.92178513,25.62901021,6.611996213,8.281310549,10.79105016,12.20175337
39384,11.27368252,6.931188794,25.62899546,13.93055694,10.81641073,13.54709104,17.87207451
12623,8.823274624,12.7106308,10.44751417,27.4034443,9.492235214,6.756590337,24.36631056
28925,11.75574437,16.98471104,9.664612262,13.0312271,16.02199951,15.71865483,16.82305089
4572,10.12885171,9.379102384,22.96006645,22.0130544,12.36887573,12.01773949,11.13230983
27380,13.97502839,10.22162346,17.00924369,15.5841299,11.56414924,5.780439108,25.86538622
15748,20.08696412,24.85771679,25.57865317,9.911960594,7.844826397,4.7015846,7.018294331
20444,16.76102834,19.73426251,25.53999861,6.727329014,8.107268729,10.80571772,12.32439508
25242,15.05181052,14.1115555,25.4882872,11.8918557,11.99059396,7.863640954,13.60225615
23126,15.59772156,15.0559447,25.4853778,12.09475427,17.75384192,9.399934929,4.612424824
23559,15.59772156,15.0559447,25.4853778,12.09475427,17.75384192,9.399934929,4.612424824
5207,12.41015841,20.72232773,25.47876426,6.980857871,8.791604999,1.543864223,24.0724225
12074,14.10160202,8.002108113,25.46065919,15.41394107,8.522836835,12.27954858,16.21930419
17002,19.71310656,15.53522368,25.41617082,8.539597541,9.785988199,5.436858916,15.57305428
2448,17.28326781,25.13973389,25.39525955,5.921207194,10.06796955,2.278700796,13.91386122
4081,22.59809374,14.73131943,25.38945487,17.19883312,6.964340215,5.064581766,8.053376853
17475,18.47438114,14.45800822,25.32046216,14.77450743,15.09158434,7.236755979,4.644300734
8804,11.07699063,9.625137954,25.25986401,13.00306934,21.38701803,11.99829313,7.649626897
24294,18.12190672,14.74534191,25.25210971,14.52344457,10.30241948,2.247498802,14.80727881
24565,15.32619322,15.26829925,25.2519692,25.74129696,10.52458043,4.695952227,3.191708708
6852,17.16461618,22.59609893,25.21728914,11.95915472,12.09110431,4.824200677,6.147536054
17668,19.6998579,13.86019428,25.17694999,22.98711422,13.01788457,4.562640033,0.695359004
18828,14.9252926,18.81038946,25.13776137,8.461202483,10.54941174,10.39316805,11.7227743
13144,7.678094487,5.78103086,25.13071963,24.77598844,15.96569416,2.438683774,18.22978865
30872,15.96984028,12.71534695,25.08781902,6.204307183,11.90207218,12.13755471,15.98305969
35602,17.880981,19.82867967,25.05065783,5.770051814,10.24720448,10.96036306,10.26206216
18455,13.98629433,14.76607895,25.00443207,19.64636244,10.19874569,7.339133669,9.05895285
25208,8.607917379,1.295618362,25.00205134,16.15447841,15.39709068,7.435140042,26.10770379
18340,21.43758871,21.23697099,24.99400081,8.639077259,11.07152822,6.912095773,5.708738236
18357,14.19671714,21.72910248,24.98245128,13.80376905,10.94254371,4.963673251,9.381743095
21081,16.18479607,14.60625399,24.96777991,15.14156033,9.216371448,6.54235581,13.34088244
27167,16.19125576,21.99952605,16.31313128,6.159665883,12.48346529,9.263578852,17.58937689
21478,16.18479607,14.60625399,24.96777991,15.14156033,9.216371448,6.54235581,13.34088244
12643,10.78930371,7.131126662,7.925123965,19.35829575,24.01200054,15.00652953,15.77761983
12831,17.31643878,22.45727532,21.06730834,6.265603953,14.21987645,1.601038795,17.07245836
20973,15.11575788,15.74467138,24.91848987,7.152817589,9.517429061,12.15735158,15.39348264
6500,12.91452723,13.97431583,24.90131385,14.23413465,9.639934566,10.45960002,13.87617386
5107,13.23428418,16.01622022,24.86860971,13.85339259,9.105257236,2.973274061,19.948962
25783,16.68524427,22.6596681,24.86499882,6.002143267,9.283419835,7.795556133,12.70896958
29876,16.35309871,17.79001323,24.80816113,6.536956738,14.72251,7.622455779,12.1668044
13293,16.51207901,7.179651866,24.78876194,17.14593221,12.78080302,10.67853493,10.91423703
19828,16.17382051,21.71642975,24.78572553,9.145677156,15.13045901,4.939526214,8.108361837
21544,11.18405367,15.90912687,24.71896714,6.797291182,11.49052484,12.99500202,16.90503428
21296,15.81296417,16.11299937,24.71555046,11.54343875,11.04502103,10.99768811,9.772338098
21525,15.59329072,17.04808848,24.67945854,9.64123457,22.46891056,8.773206755,1.795810387
25821,11.02367359,13.28870545,24.63259887,15.39508914,16.85489363,8.028474936,10.77656438
3979,22.18201355,16.89989849,24.60169774,14.75833145,6.044183435,4.182875168,11.33100016
31481,10.38406175,20.08424796,24.58179758,16.68126441,12.20585263,1.641902993,14.42087268
30370,10.1517611,5.093363923,3.341941069,23.64235767,19.09553203,17.03744454,21.63759966
30671,16.38733673,17.62534023,16.00203513,9.559140647,11.2345501,15.21051227,13.98108489
31952,10.38406175,20.08424796,24.58179758,16.68126441,12.20585263,1.641902993,14.42087268
19740,19.45270544,15.85019487,24.56871884,16.05686529,10.73067648,6.436496963,6.90434211
3574,19.07716803,12.84618102,24.56864625,21.42214683,5.170564769,6.389993938,10.52529917
40675,19.69645806,11.08610491,24.55474992,18.61074632,12.36461182,9.407780521,4.279548454
13109,16.87029348,17.12300446,24.53686271,7.346345765,10.88398499,8.926455914,14.31305269
4998,10.0708869,15.14991812,24.53673861,12.24563691,8.963816878,4.553918751,24.47908384
30969,16.0917667,11.0324759,24.52560685,22.25766664,13.401831,5.38067211,7.309980799
24741,16.17289013,14.92923963,24.50043864,12.17445763,7.628911213,6.142618652,18.45144411
38441,11.27972526,7.372742551,24.49928454,12.90931138,11.37793507,12.77790589,19.78309531
10241,10.33542696,11.01130357,24.47320026,10.99315472,10.33419273,10.6396114,22.21311036
25996,7.855760947,5.719380907,24.46507152,17.32673999,22.13153087,11.27869443,11.22282134
26012,7.855760947,5.719380907,24.46507152,17.32673999,22.13153087,11.27869443,11.22282134
3177,16.49657933,14.32025787,24.44745592,19.87527762,11.4686496,7.469603851,5.922175813
